Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-09-02,-0.010544387637153,-0.013611094734036,-0.016666681788315,-0.002425269910812,-0.020807941499686,-0.017222526284354,-0.025075815051583,-0.016915449563579,-0.016853663272229,-0.030478918538468,-0.014599267985733,0.018323095840333,-0.025232177403077,-0.006986216339673,-0.015725026688172,-0.011842358582743,-0.017759752605249,-0.008270556030308,0.016686625366697,-0.005010645074972,0.014851491548267,-0.010556699784278,-0.015673575853859,-0.019010999929936,-0.012669855251798,-0.006450176791218,-0.011005383214607,-0.013709640824034,-0.015455960303787,0.001042161147933,-0.007642169574316,-0.016344086375654,-0.001195115529781,-0.013073131732410,-0.030894461705711,-0.019944320077188,-0.005122925590433,-0.008233770520343,-0.022319748183837,-0.017083951137140,-0.016212561059441,-0.025385691111729,-0.007322518513580,-0.011819088348166,-0.020211505242987,-0.019017847100276,-0.017002555827226,-0.012749548943673,0.025388272163772,-0.012785022622852,-0.012198037835765,-0.008824924675255,-0.013331714253634,-0.014422324463375,-0.009378016475445,-0.020133228120882,-0.006947448888712,-0.001277116759061,-0.008894355997894,-0.012330498416324,-0.011083802210648,-0.006208419064411,-0.011974469296512,-0.002848283082683,-0.004190669941680,0.009174126761307,-0.017714311223158,-0.006056938971399,-0.007881186023929,0.002669070063038,-0.015023234630112,-0.028805617021417,-0.016688196890686,-0.019388698546067,-0.004998421369187,-0.004260800902754,-0.005012593994195,-0.011838353249050,-0.030411458014771,-0.014147618053530,-0.020009718897793,-0.014128020707800,-0.010212701312005,-0.017397947013779,-0.009559604958111,-0.004903382393914,-0.031564447350884,-0.008735408958296,-0.033315035601660,-0.006557618601514,-0.013670496094502,-0.001180463966809,-0.010593268551273,0.033107265657071,-0.010428419890783,-0.019241512056110,-0.004235802552022,-0.015243871008000,0.001846184428955,-0.012198096501679,-0.026354624438158
2022-09-06,-0.003773224189805,-0.008215093657439,-0.010973924524377,-0.010979538687483,-0.013336242206173,-0.009643022895559,0.015580556382906,-0.011041562384984,-0.003889570171195,-0.011102881251745,0.002575785582667,-0.006695216474250,0.018219340334089,0.000263807665454,0.002703524614181,0.004449897409105,-0.011155041256307,0.004712279373134,-0.004038169451368,-0.008085008062248,-0.004624534272530,0.002203345236228,0.009612565051977,-0.000404315501085,-0.006738703740080,0.000434543905802,-0.004962342603129,0.000490581184208,-0.002691078239971,-0.012818016620235,-0.000471496722536,-0.002147358024270,-0.011067900042725,0.002943796630023,-0.028523304425542,0.001312971343293,-0.002772647681704,-0.011381876584188,0.002048762367936,-0.034142682614026,0.011357708456763,-0.018943133572860,-0.011526061564502,-0.009982023650594,-0.004548731813669,0.000613621455905,-0.027546451501967,-0.000618805056457,-0.014783184967783,-0.003094744028004,-0.004842706992006,-0.000940016825590,0.026553864961954,-0.008373081821965,0.018040483555900,-0.006902428439548,0.000582996939432,-0.013042679769099,-0.003727712590602,0.026349770992634,-0.014087792533243,-0.010412125236509,0.003754393187454,-0.000459071775717,-0.005579698070131,-0.009297850238249,-0.023269244754866,-0.015053743066446,-0.012546891617873,-0.014699037628786,-0.011467943300426,0.019049892136654,-0.010352884874172,0.015669943643997,-0.004909091387687,-0.003202472065852,-0.009918149167962,-0.006726543003157,-0.001425659357881,0.008111214602241,-0.012020394318790,-0.005054964714689,0.012936565284558,-0.006737741211560,-0.001887397025003,-0.007139972650136,-0.006618331698103,-0.007944300616831,-0.011453315520076,-0.002357652541030,-0.002691331731965,-0.004640911508137,0.008448849519280,-0.014118038843631,0.000571767497890,0.001848165658748,-0.008019248848982,-0.000891777023187,-0.012694572864053,-0.002716744741084,0.013274818931744
2022-09-07,0.017965006171037,0.009253881826393,0.019111473540909,0.026722662542838,0.018794953099253,0.024716777918112,0.033816771956789,0.027912168926903,0.016088842924022,0.011669017797926,0.007726706612302,-0.008530750938428,0.015579215762572,0.018990729357693,0.005454140503695,0.008960877543206,0.015114715487818,0.014008853159231,0.013909959588971,0.027388237627966,-0.012792881571804,0.005207139203472,0.008140283488981,0.020697640508589,0.022063661653388,0.031007367287778,0.025691332547769,0.018470091071066,0.012367893399279,0.010282085352741,0.015841783795792,0.011641797460237,0.015426315505756,0.012051486683551,0.006908257637663,0.008085653400905,0.032100704836896,0.008939421378534,0.019374970380292,0.048399688852052,0.018313183658458,0.011305894165321,0.022387953170829,0.023617095962107,0.005419696580310,0.016676880260984,0.009552051357416,0.010610059053407,-0.017214341043731,0.039473701715701,-0.000486440070243,0.001107068480694,0.032848790706885,0.007812526936347,0.003552877390326,0.018803855039143,0.001602352587001,0.043221313217744,0.019678481703891,0.018890704933835,0.015236527974174,0.018274582696173,0.023361099962997,0.001683910988031,0.031668990441247,0.031802455381786,0.004764669614894,0.012465918552826,0.031738146822997,0.020321969019704,0.010556854112749,0.044841398700291,0.016813325900698,0.022859408473517,0.003327117592598,0.013515727372811,0.046907287149058,0.042362787310487,0.015033211525115,0.024695122751335,0.023666711050300,0.041829171135345,0.019028770299250,0.022085594121988,0.005648912089909,0.019750712140031,0.018840923890989,0.024562419369471,0.039148443534165,0.017066567544711,0.016663396394837,0.016652024350378,0.020294520699973,-0.008029895392608,0.038536947194035,0.018731434247671,0.012278603277149,0.022698355925215,0.008502772090592,0.026993560500407,0.020930116163584
2022-09-08,0.006536335968288,-0.009617819405165,0.001666157559056,0.002625973204386,0.020125561383045,-0.009776153762709,0.019598159199232,-0.009594541738019,0.008183841895621,0.010412114286503,0.011175505598401,0.008179277906566,0.012515932872865,0.023295827839481,0.008045405065335,0.001446907361132,0.001307329442644,0.004412415941639,0.013461898588906,0.008168921358799,0.005415567954194,0.006331380775505,0.013048744755652,-0.000981693693119,-0.003347752146517,0.010297071499270,0.005083135524820,-0.003049322136174,0.007774200459304,0.023616877763680,0.006423690694673,0.004184674838488,0.032171789012591,0.026897812112819,-0.017438512181999,0.020594050760408,-0.006717221746900,0.002147905964000,0.021872050552839,-0.006638735820793,0.038310379491052,0.039819092578582,0.031706106435115,-0.003194604610975,0.010675470342359,0.015619360003437,0.003262674927995,0.002696233179590,0.014612089327409,0.008614855351912,0.005842202972873,0.012661807433219,0.000332378875794,0.005950989015517,0.006774863374390,-0.006716243987534,0.009016829554208,0.015300605712565,0.002582267244308,0.009710271398828,0.001944044245181,0.020121753186948,0.011798627992279,-0.000815020022981,0.002304535736383,0.014881990590040,-0.005927688754803,0.014581291061844,0.017928419919620,0.018190108183228,0.008954243198355,0.013022276964179,0.011597246698182,0.010108294189952,-0.010177300384649,0.006941030779904,0.009568664190769,0.018542249218529,0.005235097169038,0.004288493122772,-0.007652249491274,0.042942938526694,0.026252552146502,0.004784646985357,-0.001166325509347,0.015693356549902,0.015996301392235,0.008341698062164,0.188468200695902,0.007383463647439,0.009488955715216,0.002448325553223,0.013945053532331,0.029951284832435,0.015880490351750,0.019083373922693,0.016574090471328,-0.011907670317148,0.026115611269578,0.029901084400745,0.008362261441385
2022-09-09,0.015535219972854,0.018839721145071,0.022976883481664,0.026575233507729,0.028377424759512,0.020944870481958,0.036022895110873,0.021568278588344,0.008576244209448,0.043749204538433,-0.002890462098543,0.016752657955354,0.006973212655186,0.004806090636269,0.001934796058503,0.022370628864525,0.015233005132027,0.017511469357138,0.020451997002612,-0.000433556409141,0.025777420286327,-0.000915130604365,0.006404689508861,0.014098799263162,0.003185243691147,0.029064447135724,0.003005473226217,0.003219572411851,0.008816446501157,0.036265151163741,-0.002153213291317,0.008994421427956,0.008369315974559,0.005012766917299,0.030840907040049,0.016142711100352,0.010989372584744,0.016878919712747,0.013926558789930,0.026952184954694,0.008052844743976,0.032254143902563,0.002211156859646,0.025371654493517,0.015059488291274,0.013835253461203,0.023089405803591,0.009126132706196,0.033696461716562,0.025031886311435,0.022265301813081,0.034616386631340,-0.004098692821970,0.005604366083813,0.006685782172390,0.020604678629348,0.011242434055145,0.006213860387466,0.003660000098666,0.006429673518788,0.024835054743752,0.029001057349277,-0.001711065415916,0.013052453964366,0.020601528784636,0.042726912771471,0.015503931146063,0.014073696079353,0.039354260822507,0.011533267166715,0.020935254438174,-0.008607132880752,0.008684957036104,0.013446973027294,0.017098093184965,0.010231240830825,0.002256770069453,0.030449799936911,0.009754492818064,0.002946952326235,0.006234668394011,0.044125662968761,0.005116325099110,0.002764979321138,0.004479934384843,-0.001075663230672,0.010796204394484,0.032047934347933,0.021824125730097,-0.000563830206399,0.013475289340517,0.007326712343606,0.017243728891322,0.038774025829955,-0.004178897528835,0.018862881104390,0.026459569294560,0.036721428769710,0.015430739121195,0.005385155827327,-0.000305799337497
2022-09-12,0.010747653223600,0.038508076256548,0.008280994352164,0.023861280892586,0.008201823010477,0.001897867114363,0.015816938436727,0.000805188770846,0.009588204169333,-0.001123186560681,0.013178491447336,0.011502650790630,-0.007806173024034,0.011831900439927,-0.000422497526755,0.006968789500299,0.008145233738740,0.007652190086144,0.012748904173677,-0.007438898951126,0.015815511889723,0.009388621276115,0.005798401661943,0.005479217911912,0.003925588473839,0.004002193636968,0.008988504489533,0.002888309364569,0.013764485086835,0.018697392673532,0.003275227119525,0.016210607536677,0.009444715916257,0.017193481167928,0.007338262200755,-0.001672318402952,0.026060041773989,0.015412795628922,0.007466834835694,0.012672825753694,0.010639850369385,-0.009479204545788,0.004411944097052,0.010505287376281,0.006181986198772,-0.000937213840486,0.003178670876898,-0.040655609767041,0.021612951391929,0.011865841304461,0.012310454276697,0.015356847777412,0.010122261898429,0.011378658470597,0.009832702775579,0.001773758315513,0.031356901111600,0.003646946283464,0.017287947447424,0.005630335895517,0.007194160079126,-0.002176054974461,0.007618061005128,0.007448909263930,0.012706048857090,0.013318320135562,0.020551832141336,0.007291918955523,0.016299559586333,0.007712932117258,0.025966838657437,0.004284530511175,0.000121536013419,0.004396977240836,-0.002725984552370,0.004781713189711,0.005403787084606,0.003162827479940,-0.001432663845906,0.003777938649325,0.009293890350203,0.007956529097568,0.001941174925455,0.041820057393493,-0.006855865914280,0.008712682271443,0.004690103284213,0.025309122368201,-0.018748642683841,0.010153836328332,0.009534300018662,0.004473448378559,0.013039563800075,0.012610294671664,0.003263945940028,0.005097854847944,-0.007719898864895,0.012415691186448,0.003947112401003,0.012109921101768,0.013379756985036
2022-09-13,-0.043482529329372,-0.058679582355189,-0.054978332105484,-0.070575281874136,-0.094726039151930,-0.058993333402550,-0.040371879229898,-0.058639535390019,-0.035423384443403,-0.093690822349457,-0.032545849788122,-0.023358305077833,-0.027726595617143,-0.034748770870738,-0.026020240468452,-0.033683397652431,-0.020694782718672,-0.038354693866838,-0.048028659821644,-0.065907328704773,-0.019015431422710,-0.021324996034726,-0.026082761892220,-0.054159398391797,-0.037320256900435,-0.070567088148416,-0.020641667114745,-0.032479959153464,-0.049353436446547,-0.045462771072186,-0.023197717176904,-0.046535270974469,-0.036007905341287,-0.033443373513523,-0.062482437790752,-0.032872700092011,-0.030321731102925,-0.013492352553334,-0.031567519107612,-0.077791375630116,-0.039964639494240,-0.089910209001775,-0.050735732667378,-0.039780024398832,-0.037272300236503,-0.046488432754567,-0.071926426269141,-0.045282445613413,-0.018008480088741,-0.057228129322059,-0.023620028664193,-0.042047774497277,-0.021473387660684,-0.026098328731769,-0.033609621958569,-0.036713066864129,-0.018242229828517,-0.061870109640909,-0.059479536956877,-0.040350058125332,-0.060676625187229,-0.061370691040345,-0.071887619254740,-0.037268300005919,-0.059263256752880,-0.050200515543462,-0.031645637539774,-0.041421067717919,-0.045953896788146,-0.034387130650803,-0.018900787307906,-0.013809363024267,-0.026536497623641,-0.039324017555814,-0.046469331567927,-0.028687642200903,-0.036130280827821,-0.047833572690144,-0.036441881523529,-0.041221074749633,-0.032633238118823,-0.025794813089942,-0.074482403102016,-0.042788015423507,-0.022238713433709,-0.025136009040618,-0.043648621779560,-0.043705644316708,-0.013155267934199,-0.019189707476044,-0.047542490072068,-0.024919239834880,-0.034550608734148,-0.041843029581714,-0.018512783352025,-0.026294767438670,-0.056320541913429,-0.032221286079788,-0.036760342919886,-0.029452347663423,-0.039458324590798
2022-09-14,0.003815882149042,0.009555507928227,0.000912729500145,0.013641405141145,-0.000228362902639,0.006518404907976,0.035874370385199,0.005317681232887,0.000467152954815,-0.010840488119882,-0.008152514542604,0.024546269964378,0.010212669171883,-0.002319678895083,0.020640969708149,-0.001302046356503,0.002388301205156,0.001259811305411,0.014097151515778,-0.005720630357503,0.024214304137379,0.015889710209590,0.007363079003718,-0.004507199425610,0.007586199317069,0.008496359490091,-0.002218685317878,0.005291831190669,-0.003400593076769,0.013788696503908,0.005465328369160,-0.010620882466139,-0.003823556470718,-0.002484121906292,0.030185411827393,-0.000865938476251,0.003466739494989,-0.051551847314462,-0.000566940708552,0.027460642106527,-0.000177482168974,0.005452395241495,0.001388169739414,0.006621313410499,-0.003403532168421,0.016046808647229,-0.003755637559270,0.005554055546698,0.047894491567972,0.017539680299000,-0.011257628441510,0.001844702604032,0.000225050234551,0.003457864907555,-0.036855304738823,-0.027083873712040,-0.008023387954125,-0.006403879199742,-0.011434232928974,-0.015006521464740,0.020811658144173,0.002765811013000,0.013237370351468,-0.009081146121991,0.012107498150919,0.011295779971531,-0.003564914854610,-0.003440907137399,0.024250288844094,0.001493321523058,0.003321509012278,0.055327847387056,-0.021745509066530,-0.025826779185909,0.032011534396607,-0.006606073032736,-0.003097891014193,-0.002932805192038,-0.002467510878618,-0.010468034554471,0.006012001955631,0.001505532167151,-0.002062264412695,0.012583500679439,0.017833977271555,0.005973280931546,0.014928463341041,0.006115261624371,-0.005375069389889,0.000310598584264,0.013490636404170,-0.009552905866783,0.004140270601555,0.046009760222595,0.010496311735704,-0.002741642931638,0.003044175070968,-0.004720849450854,-0.011632611241524,-0.002607871028924,-0.011035605902088
2022-09-15,-0.011353250209461,-0.018930025229139,-0.027119115646035,-0.017658529342858,-0.015158450793730,-0.019904723809524,0.003767274896762,-0.018607735375241,-0.006177720421269,-0.012675764094040,0.025776310615039,-0.029077462136005,-0.000452138062198,0.015070588214917,0.002550644075912,-0.020259870900621,-0.007725174406513,-0.027282437773568,-0.020773378519252,-0.017369989780745,-0.016230758396886,-0.002300041299698,0.021210858492924,-0.008858198281671,-0.016599478030602,-0.167931701785230,-0.010747068334361,-0.013587357948020,-0.015241024074803,-0.034314949053625,-0.008798674773001,-0.016766661283443,0.018895599070352,-0.011018966948314,-0.013635176418055,-0.004550432707681,-0.012806571323002,-0.026067636863108,-0.006806492580971,0.050240988092116,0.000639033545469,-0.010200039129763,0.019870618681090,-0.015377804444444,0.003628607921616,-0.015672294492443,-0.011651789359795,-0.002016418901619,-0.018265240813046,-0.033696567721943,-0.006056252037844,-0.011697643873170,-0.032290717934988,-0.017229310469623,0.001881131758236,-0.017280771889025,0.018589213391975,-0.007017124869994,-0.015993118238184,-0.011675522159782,-0.019995284230199,-0.018976196908706,0.003483880593725,-0.031210706936429,-0.014018640908847,-0.047957337820659,-0.000596373484869,0.013322641784976,-0.005392951525905,0.012388193440276,0.000000000000000,-0.005177890570639,0.032375456168148,-0.040138754976796,-0.009143574579641,-0.005901991414452,0.008079501986328,-0.005503387444271,-0.016078098137748,-0.012089783242578,-0.011122174138968,0.002343118011723,-0.017464699386188,-0.002761586639682,-0.007296628098107,0.012468981769317,0.009864593652913,-0.001087755744739,0.011797226368203,-0.001403152977851,-0.015840219036100,0.020698340751619,-0.013906497009843,-0.015158959235272,-0.007419489382881,-0.002336668523648,-0.019726905086186,-0.006553071745100,0.000206465424538,0.003090111718564,-0.026844565600216
2022-09-16,-0.007628944341225,-0.010960194103963,-0.002608218867846,-0.021777003656771,0.020805934988429,-0.001068904826784,-0.001316852674897,-0.002598700623702,-0.006830552649199,-0.021798795951880,-0.003614332732586,-0.017083179187213,-0.001874258070660,-0.006702336507774,0.015265309198704,-0.010595240727907,0.006111820816349,-0.005773593449427,0.004718722414397,0.016314406332158,-0.025961875824375,0.011181575327185,0.010876491778405,0.001271130287568,0.006570963238364,-0.031151958219002,-0.002097917514089,0.000167955947723,0.000230792104076,-0.021126786543008,0.005681167704426,-0.004308751259659,-0.011300886076889,-0.019384633762126,0.015294167699996,0.001959077554883,0.001625938069220,-0.020074067539099,-0.010089453690464,0.020180133822327,-0.017204260951410,-0.001956717873378,-0.004531145788914,-0.022749815547977,0.016163319811447,0.015921826038984,0.013869474982167,0.015285892887356,-0.021028097580678,0.002084729121300,0.005362027361874,-0.016548877522569,-0.014184407306583,0.014184312757403,-0.029126143446539,0.002770661910521,-0.003622213153153,0.004030509071498,-0.036569481668064,-0.002852550874319,-0.000240188566921,-0.000562261513151,-0.036653799149778,-0.044810734901151,-0.013080639395160,-0.022385490227588,-0.001193331536701,-0.016313926216760,-0.041047270848927,-0.009404030706748,-0.004082942779159,-0.009867779202573,-0.010508272672508,-0.021941207557277,-0.004789222203244,-0.011901620538260,-0.003390703842094,-0.015933575420608,0.012699959097390,-0.003505743462166,0.012254465749520,-0.024126736810493,-0.008856130669803,0.009230807008717,0.001692503726420,-0.002443531121975,0.007091382166413,-0.019535024133009,0.006304472836024,-0.015143600617981,0.009738472131850,0.001345014494723,-0.020126027124226,-0.031794190771103,-0.017310644093076,-0.009782169038115,-0.010207107351341,-0.011810549934027,-0.006812491765248,-0.011848340951461,0.003386927788947
